,token,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2032,3992,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02250371121116956, 0.021038972611625982, -0.004793689962142629]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.055066638183593745, -3.1100679565429687, 9.253589416503905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2033,3993,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015845808485971467, 0.01824265346704278, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0383072265625, -3.1411925781249996, 9.397241516113281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2034,3994,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010120012142301104, 0.010652644360316953, -0.00972053797878922]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.033518823242187495, -3.172317199707031, 9.323021264648437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2035,3995,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.023835291756209184, 0.01744370514001901, -0.0066579027251980945]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.040701428222656245, -3.0597897216796874, 9.179369165039063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2036,3996,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014913702104443732, 0.016245282649483352, -0.011851066850852611]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0, -3.0693665283203124, 9.457096557617186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2037,3997,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015180018213451656, 0.022770027320177483, -0.011717908796348646]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.031124621582031248, -3.0238766967773434, 9.591171850585937]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2038,3998,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019174759848570515, 0.011451592687340723, -0.013049489341388266]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.09576806640624999, -2.9831752685546875, 9.481038574218749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2039,3999,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01611212459497939, 0.013715279613908078, -0.015712650431467506]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0047884033203125, -3.0645781249999997, 9.3852705078125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2040,4000,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015712650431467506, 0.016511598758491276, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.16759411621093748, -3.19865341796875, 9.361328491210937]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2041,4001,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013582121559404116, 0.012383699068868458, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.12449848632812499, -3.2321722412109373, 9.41639512939453]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2042,4002,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.021172130666129944, 0.015046860158947694, -0.007723167161229791]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.055066638183593745, -3.189076611328125, 9.241618408203124]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2043,4003,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01691107292200316, 0.01691107292200316, -0.011984224905356573]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02154781494140625, -3.124433166503906, 9.351751684570312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2044,4004,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011584750741844684, 0.014647385995435809, -0.009321063815277333]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, -3.19865341796875, 9.196128576660156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2045,4005,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.013315805450396189, -0.012916331286884304]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, -3.086125939941406, 9.217676391601563]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2046,4006,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013182647395892227, 0.024767398137736915, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.047884033203124995, -3.0214824951171875, 9.3852705078125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2047,4007,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019973708175594285, 0.012916331286884304, -0.014913702104443732]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.00718260498046875, -2.916137622070312, 9.550470422363281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2048,4008,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01611212459497939, 0.007723167161229791, -0.012383699068868458]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0526724365234375, -2.9664158569335934, 9.540893615722656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2049,4009,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.006791060779702058, 0.014514227940931847, -0.009853696033293181]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.09576806640624999, -2.990357873535156, 9.370905297851563]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2050,4010,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016511598758491276, 0.020106866230098247, -0.010253170196805066]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.12449848632812499, -3.2920272827148436, 9.330203869628905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2051,4011,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.008255799379245638, 0.020639498448114094, -0.007856325215733753]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, -3.1842882080078123, 9.306261853027344]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2052,4012,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017843179303530896, 0.011984224905356573, -0.015579492376963544]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.105344873046875, -3.1794998046874996, 9.334992272949219]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2053,4013,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019174759848570515, 0.017976337358034857, -0.010652644360316953]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.04548983154296875, -3.181894006347656, 9.342174877929686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2054,4014,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.014514227940931847, -0.007989483270237714]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05746083984375, -3.1938650146484373, 9.275137231445312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2055,4015,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02024002428460221, 0.020639498448114094, -0.007856325215733753]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02633621826171875, -3.0597897216796874, 9.409212524414063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2056,4016,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016511598758491276, 0.018508969576050704, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.016759411621093748, -2.990357873535156, 9.658209497070311]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2057,4017,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017177389031011087, 0.016378440703987314, -0.010120012142301104]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.08140285644531249, -2.913743420410156, 9.478644372558593]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2058,4018,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015180018213451656, 0.015313176267955617, -0.009853696033293181]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.076614453125, -2.9927520751953125, 9.411606726074218]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2059,4019,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02316950148368937, 0.01478054404993977, -0.013049489341388266]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0909796630859375, -3.2561142578125, 9.409212524414063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2060,4020,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.008255799379245638, 0.020106866230098247, -0.004127899689622819]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.08858546142578125, -3.2249896362304686, 9.272743029785156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2061,4021,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017710021249026934, 0.015046860158947694, -0.004127899689622819]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05746083984375, -3.210624426269531, 9.332598071289063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2062,4022,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02250371121116956, 0.01611212459497939, -0.005326322180158476]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05027823486328125, -3.191470812988281, 9.30147344970703]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2063,4023,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.012783173232380343, 0.014381069886427886, -0.010652644360316953]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.028730419921875, -3.1699229980468746, 9.33978067626953]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2064,4024,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.011584750741844684, -0.0073236929977179045]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.09816226806640624, -3.1603461914062496, 9.303867651367186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2065,4025,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02024002428460221, 0.013981595722916, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.011971008300781249, -3.1483751831054687, 9.466673364257812]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2066,4026,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0083889574337496, 0.01344896350490015, -0.013049489341388266]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.04548983154296875, -2.990357873535156, 9.68454571533203]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2067,4027,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.009986854087797143, -0.01384843766841204]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.10773907470703124, -2.9281086303710935, 9.356540087890625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2068,4028,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017976337358034857, 0.015845808485971467, -0.013981595722916]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.11013327636718749, -3.0526071166992184, 9.4618849609375]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2069,4029,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015712650431467506, 0.017576863194522972, -0.006524744670694133]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.055066638183593745, -3.2130186279296873, 9.428366137695312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2070,4030,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01597896654047543, 0.013182647395892227, -0.005459480234662438]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, -3.23696064453125, 9.275137231445312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2071,4031,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016644756812995237, 0.02077265650261806, -0.011451592687340723]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.06464344482421874, -3.2417490478515623, 9.387664709472656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2072,4032,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014247911831923924, 0.017044230976507122, -0.010519486305812991]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, -3.1651345947265623, 9.370905297851563]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2073,4033,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015313176267955617, 0.010785802414820914, -0.007989483270237714]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.07900865478515624, -3.181894006347656, 9.234435803222656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2074,4034,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018508969576050704, 0.014247911831923924, -0.014514227940931847]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, -3.1675287963867187, 9.327809667968749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2075,4035,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019973708175594285, 0.017976337358034857, -0.007456851052221866]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, -3.1507693847656246, 9.418789331054686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2076,4036,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011451592687340723, 0.015046860158947694, -0.013315805450396189]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.047884033203124995, -2.9568390502929685, 9.567229833984374]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2077,4037,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018375811521546742, 0.020106866230098247, -0.01251685712337242]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.08379705810546874, -2.9927520751953125, 9.504980590820312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2078,4038,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, 0.010785802414820914, -0.010918960469324876]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02154781494140625, -2.9855694702148434, 9.567229833984374]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2079,4039,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017177389031011087, 0.014647385995435809, -0.014114753777419962]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.13168109130859373, -3.172317199707031, 9.282319836425781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2080,4040,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016511598758491276, 0.015712650431467506, -0.010519486305812991]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.1292868896484375, -3.229778039550781, 9.397241516113281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2081,4041,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018775285685058627, 0.01478054404993977, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.011971008300781249, -3.1220389648437497, 9.33978067626953]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2082,4042,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014247911831923924, 0.01691107292200316, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.11731588134765625, -3.2154128295898436, 9.227253198242186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2083,4043,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014114753777419962, 0.013582121559404116, -0.007590009106725828]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.03591302490234375, -3.1124621582031247, 9.220070593261719]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2084,4044,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015845808485971467, 0.013715279613908078, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.028730419921875, -3.1651345947265623, 9.368511096191405]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2085,4045,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019041601794066554, 0.02090581455712202, -0.01038632825130903]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, -3.172317199707031, 9.351751684570312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2086,4046,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015046860158947694, 0.013715279613908078, -0.010120012142301104]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0383072265625, -3.0023288818359375, 9.5384994140625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2087,4047,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01731054708551505, 0.016644756812995237, -0.009587379924285258]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.023942016601562498, -3.066972326660156, 9.548076220703125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2088,4048,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016511598758491276, 0.008122641324741676, -0.009587379924285258]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.016759411621093748, -3.1292215698242187, 9.380482104492186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2089,4049,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016378440703987314, 0.010652644360316953, -0.01478054404993977]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.11013327636718749, -3.153163586425781, 9.397241516113281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2090,4050,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011584750741844684, 0.007723167161229791, -0.00972053797878922]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.16041151123046873, -3.289633081054687, 9.361328491210937]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2091,4051,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019973708175594285, 0.018508969576050704, -0.008255799379245638]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.016759411621093748, -3.1100679565429687, 9.258377819824219]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
