,token,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2092,4052,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, 0.012117382959860534, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.09337386474609374, -3.1794998046874996, 9.270348828125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2093,4053,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, 0.016378440703987314, -0.010253170196805066]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, -3.31357509765625, 9.323021264648437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2094,4054,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.023036343429185407, 0.01824265346704278, -0.008655273542757524]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05985504150390625, -3.181894006347656, 9.258377819824219]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2095,4055,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015446334322459582, 0.018642127630554665, -0.007590009106725828]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02154781494140625, -3.0334535034179684, 9.5001921875]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2096,4056,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01744370514001901, 0.01611212459497939, -0.0073236929977179045]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.07900865478515624, -3.1028853515624997, 9.593566052246093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2097,4057,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015180018213451656, 0.0167779148674992, -0.007856325215733753]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0718260498046875, -3.0262708984374997, 9.519345800781249]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2098,4058,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014114753777419962, 0.018508969576050704, -0.017976337358034857]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0143652099609375, -3.1387983764648437, 9.394847314453125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2099,4059,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011851066850852611, 0.016245282649483352, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, -3.1124621582031247, 9.430760339355468]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2100,4060,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010120012142301104, 0.018375811521546742, -0.004527373853134705]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.16998831787109375, -3.2609026611328122, 9.433154541015625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2101,4061,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01611212459497939, 0.02037318233910617, -0.009321063815277333]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.023942016601562498, -3.1579519897460937, 9.368511096191405]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2102,4062,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.012383699068868458, 0.014247911831923924, -0.008122641324741676]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.08379705810546874, -3.1675287963867187, 9.358934289550781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2103,4063,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016378440703987314, 0.013315805450396189, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.040701428222656245, -3.1794998046874996, 9.375693701171874]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2104,4064,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013582121559404116, 0.019840550121090324, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.08858546142578125, -3.1771056030273437, 9.325415466308593]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2105,4065,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, 0.017976337358034857, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0, -3.0693665283203124, 9.349357482910156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2106,4066,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.017976337358034857, -0.011318434632836761]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.033518823242187495, -3.066972326660156, 9.540893615722656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2107,4067,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013582121559404116, 0.013315805450396189, -0.009321063815277333]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.1149216796875, -2.9664158569335934, 9.622296472167967]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2108,4068,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017710021249026934, 0.011851066850852611, -0.011984224905356573]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.023942016601562498, -3.0885201416015624, 9.466673364257812]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2109,4069,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019041601794066554, 0.01691107292200316, -0.009853696033293181]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.12210428466796874, -3.2321722412109373, 9.296685046386719]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2110,4070,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011984224905356573, 0.014647385995435809, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.1580173095703125, -3.268085266113281, 9.358934289550781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2111,4071,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01611212459497939, 0.016378440703987314, -0.0066579027251980945]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02154781494140625, -3.23696064453125, 9.418789331054686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2112,4072,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01731054708551505, 0.016511598758491276, -0.007989483270237714]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.040701428222656245, -3.134009973144531, 9.212887988281249]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2113,4073,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019041601794066554, 0.01597896654047543, -0.009587379924285258]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.12210428466796874, -3.220201232910156, 9.342174877929686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2114,4074,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0167779148674992, 0.011984224905356573, -0.009187905760773371]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.04548983154296875, -3.1747114013671873, 9.375693701171874]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2115,4075,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018775285685058627, 0.02330265953819333, -0.009853696033293181]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.028730419921875, -3.0741549316406247, 9.387664709472656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2116,4076,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010519486305812991, 0.003994741635118857, -0.013981595722916]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.05027823486328125, -2.971204260253906, 9.550470422363281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2117,4077,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.0083889574337496, -0.010519486305812991]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0383072265625, -2.942473840332031, 9.586383447265625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2118,4078,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, 0.014114753777419962, -0.014247911831923924]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.08379705810546874, -3.028665100097656, 9.449913952636718]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2119,4079,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017976337358034857, 0.013182647395892227, -0.010785802414820914]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.143652099609375, -3.27526787109375, 9.315838659667968]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2120,4080,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017976337358034857, 0.021438446775137867, -0.012250541014364496]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.11252747802734374, -3.2441432495117186, 9.464279162597656]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2121,4081,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017710021249026934, 0.013582121559404116, -0.0042610577441267805]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02633621826171875, -3.191470812988281, 9.244012609863281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2122,4082,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.009986854087797143, -0.008788431597261486]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.07422025146484375, -3.0980969482421874, 9.267954626464844]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2123,4083,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016245282649483352, 0.013981595722916, -0.00625842856168621]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.086191259765625, -3.1675287963867187, 9.471461767578125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2124,4084,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015845808485971467, 0.01384843766841204, -0.010519486305812991]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0526724365234375, -3.1962592163085937, 9.291896643066405]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2125,4085,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02157160482964183, 0.010652644360316953, -0.0083889574337496]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.031124621582031248, -3.0693665283203124, 9.399635717773437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2126,4086,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, 0.01731054708551505, -0.010519486305812991]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.07422025146484375, -2.9855694702148434, 9.713276135253906]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2127,4087,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011318434632836761, 0.0083889574337496, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0143652099609375, -2.8945898071289062, 9.514557397460937]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2128,4088,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017576863194522972, 0.013315805450396189, -0.007856325215733753]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.10773907470703124, -2.990357873535156, 9.430760339355468]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2129,4089,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018642127630554665, 0.013582121559404116, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.040701428222656245, -3.2058360229492187, 9.270348828125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2130,4090,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.017576863194522972, -0.00972053797878922]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0909796630859375, -3.2609026611328122, 9.390058911132812]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2131,4091,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015845808485971467, 0.014647385995435809, -0.011451592687340723]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, -3.2417490478515623, 9.267954626464844]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2132,4092,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01597896654047543, 0.017976337358034857, -0.008522115488253561]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.00239420166015625, -3.1603461914062496, 9.37808790283203]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2133,4093,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017710021249026934, 0.015845808485971467, -0.010253170196805066]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.06703764648437499, -3.1292215698242187, 9.3852705078125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2134,4094,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.018375811521546742, 0.008921589651765448, -0.009454221869781294]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.06703764648437499, -3.1603461914062496, 9.267954626464844]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2135,4095,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02343581759269729, 0.021438446775137867, -0.008921589651765448]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02154781494140625, -3.172317199707031, 9.449913952636718]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2136,4096,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016245282649483352, 0.0251668723012488, -0.006391586616190171]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.009576806640625, -2.959233251953125, 9.516951599121093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2137,4097,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015712650431467506, 0.007057376888709981, -0.008655273542757524]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.09816226806640624, -3.0430303100585934, 9.557653027343749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2138,4098,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0195742340120824, 0.01344896350490015, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.031124621582031248, -2.9664158569335934, 9.483432775878907]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2139,4099,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019041601794066554, 0.01344896350490015, -0.008655273542757524]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.076614453125, -3.181894006347656, 9.399635717773437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2140,4100,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014514227940931847, 0.013182647395892227, -0.0029294771990871615]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.086191259765625, -3.2058360229492187, 9.390058911132812]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2141,4101,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02090581455712202, 0.017576863194522972, -0.006391586616190171]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05985504150390625, -3.2417490478515623, 9.291896643066405]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2142,4102,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019174759848570515, 0.017576863194522972, -0.004793689962142629]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.03591302490234375, -3.1962592163085937, 9.289502441406249]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2143,4103,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019041601794066554, 0.009587379924285258, -0.007723167161229791]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.076614453125, -3.1459809814453124, 9.236830004882812]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2144,4104,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.016378440703987314, 0.019840550121090324, -0.0066579027251980945]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0526724365234375, -3.124433166503906, 9.361328491210937]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2145,4105,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.008522115488253561, 0.018642127630554665, -0.007456851052221866]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.009576806640625, -3.1747114013671873, 9.445125549316407]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2146,4106,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.012783173232380343, 0.01038632825130903, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.028730419921875, -3.0430303100585934, 9.670180505371093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2147,4107,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01251685712337242, 0.012117382959860534, -0.0073236929977179045]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.062249243164062495, -2.971204260253906, 9.512163195800781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2148,4108,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015845808485971467, 0.016378440703987314, -0.007989483270237714]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.05985504150390625, -2.940079638671875, 9.521740002441407]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2149,4109,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017177389031011087, 0.013582121559404116, -0.01384843766841204]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.009576806640625, -3.1675287963867187, 9.356540087890625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2150,4110,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.012383699068868458, 0.018642127630554665, -0.0035952674716069714]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.1388636962890625, -3.2537200561523436, 9.370905297851563]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
2151,4111,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013582121559404116, 0.019307917903074477, -0.0111852765783328]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0047884033203125, -3.1316157714843746, 9.325415466308593]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
